Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churn,Gender_Male
38.0,8.0,0.0,1.0,0,1,137696.78,0,False
35.0,10.0,0.0,4.0,1,1,115948.99,0,False
47.0,3.0,0.0,4.0,1,1,60939.55,1,False
64.0,7.0,34259.27,4.0,0,1,29447.21,1,True
20.0,4.0,0.0,2.0,0,0,28905.7,0,True
70.0,4.0,187722.66,1.0,0,0,122498.15,0,True
35.0,3.0,0.0,3.0,0,0,34428.63,1,True
55.0,4.0,76940.78,3.0,0,1,124306.06,0,False
66.0,9.0,84867.36,2.0,1,0,36569.01,0,False
63.0,3.0,0.0,1.0,1,1,147633.83,0,False
26.0,7.0,0.0,3.0,1,1,48397.61,1,True
53.0,8.0,0.0,4.0,0,1,56897.7,0,False
70.0,3.0,46043.95,2.0,0,1,28383.87,0,False
19.0,9.0,66751.19,1.0,1,0,101402.9,1,False
66.0,3.0,54287.56,2.0,0,0,105647.26,1,False
54.0,3.0,0.0,1.0,0,0,24243.94,0,True
51.0,8.0,191209.07,1.0,0,0,30686.92,0,True
63.0,9.0,68822.32,1.0,1,1,143254.08,0,False
46.0,3.0,0.0,4.0,1,1,69986.47,0,True
39.0,2.0,0.0,3.0,0,0,54964.66,1,False
39.0,9.0,0.0,4.0,1,1,137959.42,1,True
59.0,1.0,0.0,1.0,0,1,81066.69,0,True
37.0,8.0,0.0,2.0,0,1,26434.59,0,False
37.0,1.0,0.0,1.0,0,1,86646.8,1,False
58.0,9.0,0.0,1.0,0,1,89107.93,0,False
58.0,7.0,0.0,2.0,0,0,37093.59,1,False
18.0,8.0,84943.81,4.0,1,0,112824.24,0,True
65.0,1.0,0.0,4.0,1,0,20203.46,0,False
40.0,7.0,9071.19,2.0,1,1,106487.97,0,True
53.0,2.0,0.0,4.0,1,1,137041.76,0,False
68.0,9.0,0.0,1.0,0,1,67049.6,1,True
27.0,2.0,0.0,1.0,0,1,42340.3,0,False
70.0,2.0,0.0,4.0,1,1,126601.64,0,True
29.0,3.0,0.0,1.0,0,1,138317.5,0,True
48.0,9.0,0.0,2.0,1,0,110024.07,1,False
52.0,7.0,108964.34,2.0,1,1,49416.28,0,False
20.0,9.0,86766.06,3.0,1,1,68252.42,0,True
53.0,1.0,105636.71,4.0,1,0,103946.27,1,False
18.0,1.0,0.0,1.0,1,1,69258.34,1,False
64.0,1.0,21150.72,1.0,1,1,129424.04,0,False
55.0,1.0,0.0,1.0,1,0,49703.28,0,False
20.0,4.0,20761.14,2.0,0,1,73839.53,0,False
23.0,5.0,0.0,2.0,0,0,144269.45,1,False
40.0,6.0,120985.63,1.0,0,0,57492.71,0,False
69.0,1.0,77716.87,2.0,1,0,40038.86,0,False
51.0,6.0,0.0,3.0,0,1,127485.95,0,False
66.0,5.0,69147.15,1.0,1,0,92502.15,1,True
45.0,8.0,0.0,3.0,1,0,46950.17,1,True
52.0,2.0,0.0,4.0,1,0,46170.57,1,False
45.0,0.0,95633.66,2.0,0,0,145323.75,0,False
28.0,6.0,107143.94,2.0,0,1,122766.27,1,True
34.0,8.0,55877.75,2.0,1,1,39343.48,0,False
65.0,4.0,0.0,3.0,1,1,57151.86,0,False
41.0,7.0,0.0,4.0,0,0,95046.27,0,True
31.0,2.0,0.0,3.0,0,1,124856.61,0,False
26.0,8.0,0.0,1.0,0,0,136101.73,1,False
55.0,3.0,0.0,3.0,1,0,140429.74,1,True
49.0,6.0,0.0,3.0,1,1,37476.57,1,False
33.0,2.0,0.0,4.0,1,0,123141.22,0,False
67.0,8.0,198935.08,3.0,1,0,25741.05,1,False
54.0,1.0,0.0,4.0,1,0,126850.46,0,False
18.0,4.0,0.0,4.0,0,0,114009.43,1,False
21.0,6.0,61921.33,3.0,1,1,95015.29,0,True
62.0,3.0,104992.74,2.0,1,0,85081.15,0,False
33.0,6.0,10994.98,2.0,0,1,58387.76,1,True
56.0,3.0,160893.07,4.0,1,0,137794.43,1,True
70.0,7.0,0.0,2.0,0,0,98454.1,1,False
42.0,6.0,0.0,3.0,1,1,79013.09,0,False
69.0,4.0,136840.83,2.0,1,1,126929.52,0,True
39.0,4.0,0.0,4.0,1,1,84570.4,0,True
35.0,8.0,0.0,1.0,1,0,61286.28,1,False
46.0,10.0,143292.71,2.0,0,0,95824.65,1,True
23.0,5.0,188149.25,1.0,1,0,127472.91,1,True
26.0,2.0,63356.24,2.0,0,0,76396.26,0,True
65.0,8.0,0.0,1.0,1,0,84195.83,1,True
44.0,9.0,141067.56,3.0,0,0,112695.99,0,True
50.0,8.0,0.0,4.0,0,0,58746.79,1,True
36.0,3.0,129185.7,1.0,0,1,144383.98,0,False
58.0,3.0,92082.22,4.0,1,0,68075.72,1,True
58.0,2.0,110861.8,3.0,1,1,68251.01,0,False
39.0,1.0,0.0,1.0,0,1,71315.47,0,False
53.0,2.0,147682.21,4.0,1,0,108685.2,0,True
18.0,4.0,0.0,2.0,0,0,127030.23,0,False
70.0,5.0,0.0,1.0,1,1,128974.5,0,False
31.0,10.0,0.0,3.0,1,0,137788.57,1,False
46.0,9.0,192736.35,2.0,1,0,60542.3,0,True
64.0,1.0,104737.91,4.0,0,1,22203.2,0,True
47.0,9.0,24921.24,3.0,1,1,58130.12,0,True
24.0,4.0,-10000.0,4.0,1,0,106190.95,0,True
53.0,3.0,0.0,4.0,0,0,121448.9,1,False
39.0,4.0,0.0,1.0,0,1,98427.93,0,True
40.0,10.0,116859.54,1.0,0,0,88995.86,1,True
28.0,6.0,0.0,2.0,1,0,38304.38,1,False
27.0,3.0,0.0,4.0,1,1,70461.54,0,True
60.0,1.0,69693.25,2.0,1,1,81098.47,0,True
58.0,2.0,138329.22,1.0,1,1,49932.62,1,True
50.0,2.0,61081.42,3.0,1,0,143379.26,0,False
23.0,6.0,185803.4,2.0,1,1,43440.03,0,True
20.0,6.0,89662.79,1.0,0,1,129674.46,0,False
30.0,2.0,170903.2,4.0,1,0,45600.34,0,False
65.0,8.0,142632.84,2.0,0,1,53740.43,0,False
36.0,6.0,15543.23,2.0,1,1,44713.99,0,False
51.0,1.0,0.0,4.0,1,1,118450.33,1,False
25.0,4.0,0.0,3.0,0,0,41150.97,1,True
39.0,6.0,0.0,2.0,1,0,69008.12,1,False
60.0,5.0,45193.1,4.0,1,0,114751.99,1,False
54.0,9.0,81150.12,1.0,0,1,137179.8,1,False
44.0,2.0,198657.75,1.0,0,0,68324.13,1,True
70.0,3.0,0.0,3.0,1,1,100865.14,0,False
46.0,4.0,115194.41,4.0,0,1,137290.73,0,False
37.0,4.0,0.0,3.0,0,0,49730.27,0,True
39.0,2.0,0.0,1.0,1,0,113490.79,1,False
38.0,3.0,0.0,3.0,0,1,75913.37,0,False
43.0,8.0,80787.41,4.0,0,1,135555.37,0,True
62.0,8.0,0.0,4.0,0,1,46919.86,1,False
21.0,10.0,0.0,1.0,0,0,125414.22,1,True
53.0,2.0,155007.34,2.0,1,0,87035.72,0,False
70.0,8.0,0.0,1.0,0,1,91071.07,1,False
23.0,5.0,144902.53,3.0,0,1,21311.78,0,False
68.0,6.0,146139.61,4.0,1,0,106196.13,0,True
22.0,7.0,122316.57,2.0,0,0,52865.77,1,True
65.0,6.0,81744.48,4.0,1,0,90521.23,1,True
33.0,7.0,109354.89,4.0,0,1,121482.12,0,True
28.0,10.0,0.0,4.0,1,1,102180.73,1,False
54.0,6.0,0.0,1.0,0,1,146414.6,1,True
19.0,8.0,0.0,3.0,1,0,35863.96,1,True
34.0,2.0,0.0,1.0,0,1,63629.36,0,True
20.0,1.0,140532.8,4.0,0,0,143121.79,0,False
20.0,10.0,33444.03,4.0,1,1,69966.16,1,False
69.0,3.0,3272.18,1.0,1,1,76895.97,1,False
46.0,3.0,0.0,1.0,1,0,75847.47,1,False
33.0,6.0,24579.98,4.0,1,0,143820.73,1,False
60.0,10.0,0.0,4.0,1,0,61151.46,0,True
54.0,8.0,50843.11,3.0,0,1,128267.95,0,True
35.0,4.0,135129.96,1.0,0,1,57392.25,0,False
44.0,1.0,0.0,1.0,1,1,98715.62,1,False
50.0,2.0,0.0,2.0,0,0,27356.14,1,True
21.0,1.0,128705.15,3.0,0,0,45868.98,0,False
46.0,8.0,198081.99,2.0,0,1,138915.04,1,False
46.0,10.0,36693.57,2.0,0,1,72468.13,0,True
43.0,4.0,0.0,1.0,1,0,54355.91,1,False
42.0,3.0,54438.22,4.0,1,1,145909.85,0,False
56.0,6.0,0.0,2.0,1,1,79542.89,1,False
65.0,6.0,63268.57,3.0,1,1,132592.43,0,True
43.0,9.0,0.0,3.0,1,0,134789.2,1,False
39.0,4.0,0.0,1.0,1,0,22001.34,1,True
66.0,9.0,0.0,2.0,1,0,129174.21,1,False
49.0,6.0,0.0,2.0,1,0,76365.76,1,False
38.0,9.0,0.0,4.0,0,0,114048.22,1,False
45.0,1.0,0.0,2.0,1,1,46523.21,0,True
70.0,7.0,10953.7,3.0,1,0,66276.23,1,False
60.0,2.0,0.0,2.0,0,1,98875.12,0,False
35.0,7.0,167859.87,3.0,0,1,141252.37,0,False
63.0,3.0,0.0,3.0,1,0,87788.37,1,True
59.0,1.0,184232.56,3.0,0,0,54950.96,1,False
54.0,9.0,0.0,1.0,1,0,133583.98,1,True
55.0,10.0,100386.92,4.0,0,0,121918.36,1,True
39.0,10.0,5360.75,2.0,1,0,27302.89,1,False
21.0,1.0,153123.7,2.0,1,0,53830.76,1,True
65.0,5.0,157517.95,1.0,1,0,113673.52,0,True
36.0,3.0,0.0,4.0,1,1,77629.85,0,False
42.0,5.0,148763.64,4.0,1,0,127655.19,1,True
49.0,5.0,66021.77,1.0,1,1,142345.71,0,False
38.0,9.0,0.0,3.0,0,1,87807.92,0,True
40.0,1.0,69611.5,3.0,1,0,21722.63,1,True
64.0,5.0,82807.63,2.0,1,0,83618.94,0,False
57.0,5.0,144029.18,4.0,1,1,40977.16,0,False
34.0,10.0,176450.83,2.0,0,1,95678.69,1,False
59.0,7.0,12488.7,3.0,0,1,48542.01,0,True
25.0,9.0,83739.25,1.0,0,0,110535.87,1,False
18.0,2.0,0.0,2.0,0,1,22878.39,0,False
65.0,1.0,0.0,1.0,0,1,147456.62,0,False
30.0,5.0,0.0,3.0,1,0,143687.46,0,False
34.0,9.0,0.0,3.0,0,0,48847.06,1,False
33.0,9.0,0.0,4.0,1,0,80457.18,0,False
58.0,6.0,26349.9,1.0,0,1,86373.03,0,False
58.0,3.0,3660.17,2.0,0,1,22016.08,0,True
19.0,8.0,175592.74,3.0,0,1,145848.56,1,False
66.0,2.0,0.0,2.0,0,1,149633.71,0,True
46.0,3.0,44802.15,2.0,1,1,28932.78,0,True
69.0,10.0,70639.04,3.0,1,0,128077.8,0,False
54.0,7.0,135817.21,1.0,0,0,46941.5,1,True
24.0,9.0,70045.57,1.0,1,0,53570.03,1,True
38.0,10.0,0.0,1.0,1,1,40341.97,1,True
30.0,6.0,77856.19,3.0,0,1,97970.27,0,True
47.0,10.0,0.0,4.0,0,1,110500.3,1,True
43.0,7.0,132242.64,1.0,1,1,110006.66,1,True
55.0,3.0,0.0,2.0,0,1,44820.46,0,True
30.0,4.0,164929.71,3.0,0,0,126814.23,0,True
23.0,8.0,0.0,4.0,1,0,76205.01,1,True
39.0,6.0,83632.95,3.0,0,0,101905.18,0,False
65.0,6.0,86368.0,3.0,1,1,115709.75,0,True
30.0,6.0,19771.16,3.0,0,1,111888.92,0,True
44.0,4.0,0.0,3.0,0,1,107653.65,1,False
44.0,3.0,114661.3,1.0,0,0,144950.72,0,False
38.0,3.0,81796.35,3.0,1,1,60585.53,0,False
48.0,8.0,125124.87,4.0,1,0,128825.55,0,False
52.0,3.0,0.0,1.0,1,0,95523.55,0,True
36.0,2.0,0.0,1.0,1,1,97590.74,0,True
63.0,2.0,0.0,3.0,0,0,149432.04,0,False
21.0,6.0,161078.4,2.0,0,1,26935.24,0,True
35.0,7.0,172864.64,3.0,0,0,102113.66,1,True
42.0,9.0,14890.33,3.0,0,1,125333.62,0,False
57.0,6.0,0.0,1.0,0,1,42064.7,1,False
65.0,1.0,0.0,2.0,1,1,124365.42,0,False
20.0,8.0,0.0,1.0,1,0,128392.95,1,True
43.0,8.0,0.0,2.0,1,1,28648.59,1,True
34.0,4.0,176313.63,2.0,1,0,47460.14,0,True
64.0,8.0,0.0,3.0,1,1,124343.24,0,True
37.0,5.0,0.0,3.0,0,0,80451.24,0,False
47.0,4.0,0.0,3.0,1,0,107010.12,0,True
67.0,6.0,188534.31,4.0,0,0,88884.56,0,False
57.0,8.0,88508.36,3.0,1,0,62413.01,1,False
47.0,8.0,0.0,4.0,0,1,107619.25,1,False
54.0,10.0,0.0,2.0,1,1,132405.66,1,True
40.0,6.0,0.0,3.0,1,1,-50000.0,1,False
55.0,10.0,101596.24,4.0,0,1,55573.25,0,True
34.0,1.0,0.0,2.0,0,0,27407.23,1,False
26.0,6.0,145276.21,2.0,0,1,121016.41,0,False
32.0,7.0,0.0,4.0,0,1,68290.74,1,True
35.0,9.0,99021.25,2.0,0,1,66982.49,0,False
35.0,7.0,0.0,1.0,1,1,137428.74,0,False
66.0,5.0,0.0,1.0,1,1,133048.79,0,False
56.0,6.0,75062.48,3.0,1,0,94214.06,1,True
47.0,3.0,0.0,2.0,1,1,57141.98,0,False
25.0,7.0,0.0,2.0,1,1,123705.19,1,True
29.0,1.0,0.0,3.0,0,1,148507.81,1,False
48.0,5.0,0.0,3.0,1,1,20084.94,0,False
67.0,1.0,0.0,1.0,1,1,79582.07,1,False
34.0,8.0,97739.97,3.0,0,0,57889.92,1,False
43.0,7.0,2280.61,1.0,0,1,99982.97,0,False
34.0,7.0,187099.25,1.0,1,1,81839.42,0,False
47.0,5.0,0.0,4.0,0,1,107104.23,0,True
61.0,5.0,10998.36,10.0,0,0,76963.22,0,True
18.0,3.0,150993.08,1.0,1,0,80538.73,0,False
25.0,8.0,184551.13,1.0,0,1,45979.37,1,False
56.0,1.0,5360.75,1.0,0,0,128558.57,0,True
39.0,2.0,0.0,4.0,0,1,31381.33,0,False
68.0,8.0,0.0,2.0,0,1,141316.66,1,False
34.0,6.0,136021.49,4.0,1,1,143130.99,0,False
21.0,6.0,0.0,4.0,1,0,21336.98,1,True
58.0,4.0,124915.22,3.0,1,1,64196.34,0,False
45.0,1.0,18708.95,4.0,0,0,148029.95,0,False
67.0,4.0,0.0,1.0,0,1,112317.24,1,True
31.0,9.0,0.0,2.0,1,1,27812.53,0,False
37.0,8.0,0.0,4.0,0,0,118416.25,1,True
32.0,3.0,0.0,4.0,1,0,-50000.0,0,False
37.0,7.0,59719.4,3.0,1,0,77207.55,0,False
20.0,10.0,5360.75,1.0,1,1,42534.6,0,False
69.0,6.0,136748.48,2.0,1,1,115404.81,0,False
41.0,9.0,78633.93,1.0,0,1,48328.13,1,False
44.0,2.0,0.0,2.0,1,0,110959.69,1,True
27.0,9.0,188589.18,3.0,0,0,121398.48,1,True
70.0,7.0,0.0,1.0,1,0,49415.78,1,True
19.0,1.0,0.0,2.0,0,1,48998.07,0,True
30.0,0.0,0.0,1.0,1,1,147863.74,1,False
48.0,10.0,0.0,2.0,0,0,26859.48,1,False
39.0,8.0,0.0,1.0,0,0,109539.13,1,True
32.0,1.0,0.0,1.0,1,1,40579.51,1,False
43.0,1.0,167083.6,2.0,0,1,93539.46,0,False
25.0,6.0,0.0,1.0,0,0,46552.08,1,False
22.0,6.0,0.0,1.0,1,1,141824.16,1,True
23.0,6.0,131177.87,2.0,1,0,140653.24,0,True
24.0,20.0,0.0,3.0,0,1,110133.57,0,False
24.0,2.0,22068.99,4.0,0,1,107856.98,0,False
65.0,4.0,111709.27,4.0,1,1,40316.88,0,True
49.0,2.0,111851.06,4.0,1,0,115093.23,0,False
62.0,2.0,177350.17,4.0,0,0,102603.87,0,False
52.0,10.0,63650.34,1.0,0,0,71769.61,1,False
62.0,7.0,166753.01,4.0,1,0,76069.22,1,False
40.0,6.0,50982.68,3.0,1,1,86832.41,0,False
37.0,6.0,0.0,3.0,0,1,20829.28,0,False
21.0,4.0,0.0,1.0,1,1,126655.49,0,False
18.0,4.0,0.0,3.0,0,0,121424.6,0,False
64.0,5.0,62136.07,3.0,1,0,40829.33,1,False
65.0,9.0,159645.0,1.0,1,1,64270.83,0,False
42.0,3.0,120887.44,2.0,0,0,23082.01,0,True
62.0,7.0,27956.45,2.0,1,1,140440.29,0,True
28.0,1.0,0.0,1.0,0,1,143078.28,0,True
60.0,10.0,0.0,4.0,0,1,90745.83,1,False
44.0,8.0,0.0,3.0,1,0,26574.5,1,True
60.0,20.0,0.0,4.0,1,0,31386.87,1,True
53.0,6.0,68153.4,1.0,1,0,47446.37,1,True
62.0,4.0,0.0,1.0,0,0,71294.4,1,True
36.0,10.0,0.0,3.0,0,1,91163.93,0,False
53.0,2.0,82282.66,2.0,0,1,24507.45,0,False
40.0,2.0,39493.63,2.0,0,1,135191.19,0,False
53.0,9.0,0.0,2.0,1,1,107409.9,0,True
26.0,4.0,0.0,4.0,0,1,89569.8,1,True
21.0,2.0,0.0,2.0,0,0,35246.42,1,False
48.0,3.0,0.0,3.0,0,0,80798.56,0,True
69.0,10.0,86069.8,4.0,0,1,10000000.0,0,False
70.0,8.0,0.0,1.0,1,0,22106.05,1,False
48.0,1.0,178092.76,4.0,0,0,47341.41,0,False
19.0,10.0,173246.91,3.0,1,0,147289.7,0,True
62.0,3.0,65541.55,3.0,0,1,98409.52,0,True
47.0,4.0,0.0,4.0,0,1,110006.06,0,False
30.0,8.0,149668.58,3.0,0,1,37026.59,0,True
37.0,2.0,0.0,4.0,1,1,82208.69,0,True
57.0,9.0,0.0,2.0,1,0,53616.91,1,False
19.0,1.0,134896.58,4.0,1,0,102343.53,0,True
19.0,5.0,0.0,3.0,1,0,29021.23,1,False
35.0,8.0,68850.76,2.0,1,1,38626.59,0,True
53.0,6.0,105568.59,1.0,1,1,122984.86,0,True
53.0,4.0,0.0,3.0,1,0,55354.09,1,False
21.0,5.0,127108.61,3.0,0,1,114741.15,0,False
62.0,7.0,0.0,2.0,1,0,32274.46,0,False
64.0,2.0,0.0,4.0,0,1,57472.71,0,False
60.0,1.0,0.0,1.0,1,0,39268.27,1,False
49.0,8.0,178986.47,3.0,0,0,91904.56,0,True
48.0,6.0,0.0,4.0,0,0,70686.97,1,True
61.0,7.0,0.0,3.0,1,1,72614.26,1,False
33.0,3.0,0.0,1.0,0,1,81939.97,1,False
19.0,4.0,0.0,4.0,0,0,102211.51,1,True
44.0,4.0,0.0,3.0,1,0,84994.67,0,True
62.0,9.0,57623.74,3.0,0,0,130494.71,1,False
69.0,8.0,192732.51,3.0,1,0,96123.28,1,False
37.0,8.0,0.0,3.0,1,0,90764.84,1,True
43.0,10.0,164193.43,2.0,0,0,109610.35,1,True
55.0,1.0,0.0,3.0,1,1,95806.93,0,True
24.0,7.0,0.0,4.0,1,1,92340.4,1,True
70.0,5.0,5165.89,4.0,0,0,119648.55,0,False
69.0,6.0,125995.79,1.0,0,1,59941.07,1,True
58.0,7.0,158212.95,4.0,0,0,64931.25,0,True
46.0,3.0,16267.84,2.0,0,1,84909.38,1,True
63.0,4.0,0.0,2.0,1,0,73927.34,1,False
64.0,5.0,88964.65,2.0,1,1,125784.03,0,True
39.0,1.0,0.0,2.0,1,0,98234.88,1,False
55.0,4.0,60174.94,1.0,1,1,24951.22,0,False
43.0,4.0,110920.86,2.0,0,0,95007.61,1,False
36.0,4.0,0.0,3.0,0,1,138042.41,0,False
46.0,3.0,0.0,3.0,1,0,30480.0,0,False
43.0,7.0,100995.68,2.0,1,0,122883.27,0,False
